Overall,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle
65,62,56,56,65,60,64,58,46,62,66,75,65,79,66,72,62,60,83,64,61,55,64,60,62,48,59,60,60,57
65,24,23,62,50,29,31,27,24,41,45,56,46,63,57,66,53,75,74,81,33,76,66,24,46,41,55,64,67,66
65,54,64,50,69,45,67,56,52,64,69,70,68,62,50,64,55,61,55,51,61,28,23,59,67,55,46,20,22,24
65,60,41,40,53,30,55,59,46,48,62,71,67,72,65,78,54,71,80,61,33,65,62,53,46,48,56,63,64,61
65,59,33,61,59,28,60,42,38,58,59,72,69,82,59,77,39,92,81,70,31,59,59,53,53,41,57,62,63,62
65,52,54,43,56,42,76,50,39,55,70,77,75,87,58,79,56,38,70,39,51,34,24,62,54,51,66,29,26,31
65,63,63,59,63,50,66,68,62,62,66,73,75,84,49,81,65,76,72,57,65,43,32,62,61,59,63,43,33,31
65,65,58,35,62,52,68,62,45,52,66,80,80,86,54,84,60,80,72,40,56,42,24,58,58,48,60,35,24,24
65,65,72,48,65,59,67,51,49,62,64,65,63,59,65,62,70,49,45,56,48,50,45,65,60,62,61,42,39,36
65,59,65,59,58,62,65,62,64,57,66,75,76,83,62,84,60,67,65,44,61,28,23,64,55,49,57,27,28,38
65,35,33,64,58,43,41,33,21,62,61,74,69,53,59,56,45,73,59,68,21,59,62,33,37,32,48,64,66,71
65,55,53,57,67,54,63,56,33,59,62,73,78,76,67,62,60,73,79,66,53,65,62,60,60,40,63,63,62,62
65,55,35,66,60,45,51,49,31,52,56,54,52,56,56,56,61,72,50,73,39,68,66,34,49,36,61,65,67,64
65,62,58,39,64,48,70,58,51,56,70,72,64,79,62,73,57,35,44,45,56,44,46,60,64,48,65,43,48,46
65,68,51,37,74,64,65,73,69,67,68,70,62,58,59,62,71,65,49,52,73,29,31,49,68,56,51,28,42,31
65,59,61,62,57,61,65,65,52,53,66,75,75,65,60,67,62,49,55,64,64,42,21,70,64,60,59,26,38,31
65,66,31,53,59,37,65,56,39,54,63,75,78,66,53,65,34,80,67,72,32,69,57,57,52,43,54,51,65,64
65,54,57,56,62,53,67,39,54,53,61,91,85,81,65,77,59,81,67,63,56,58,23,61,49,49,54,34,21,13
65,59,33,65,62,40,59,44,25,61,62,68,68,60,65,57,48,81,65,80,34,56,65,53,54,30,64,62,64,61
65,54,31,73,62,32,45,33,33,62,52,54,58,53,60,53,50,74,65,67,39,66,65,26,39,30,58,61,66,62
65,49,68,63,58,60,64,59,44,36,64,76,69,68,60,62,69,67,65,61,63,55,14,64,53,62,59,16,12,14
65,58,59,39,62,53,69,59,44,50,67,76,71,88,64,86,52,72,62,30,52,33,23,60,58,52,49,20,29,34
65,57,61,45,65,51,68,50,48,58,66,77,79,70,62,66,63,57,77,72,59,58,46,60,67,52,66,38,46,40
65,62,56,48,63,64,68,72,66,57,66,72,72,90,62,83,67,49,49,49,62,50,31,63,62,65,63,43,41,35
65,63,56,61,66,54,67,70,62,65,63,80,81,71,58,73,69,69,54,65,59,61,60,57,60,61,54,61,60,59
65,60,55,47,66,62,64,64,68,64,63,63,63,85,63,82,65,79,81,55,66,70,59,62,66,54,64,60,61,59
65,57,68,51,64,58,70,50,41,50,69,73,75,80,59,76,66,64,73,54,64,32,25,65,55,58,58,25,26,25
65,51,70,66,59,68,63,67,68,46,65,76,73,73,64,77,68,90,85,68,66,54,25,71,58,68,67,30,24,44
65,62,65,45,64,58,71,57,49,57,70,72,68,79,58,91,65,37,35,33,61,42,31,56,63,61,49,28,36,28
65,51,69,75,55,57,60,59,39,53,61,44,42,37,59,32,66,74,67,90,59,64,25,69,56,57,72,35,25,21
65,66,62,46,63,65,67,67,59,59,65,68,67,73,62,75,64,61,67,60,62,47,51,65,65,61,65,50,45,38
65,30,19,52,66,25,47,34,20,60,58,55,60,44,65,46,39,75,68,71,18,59,65,25,32,31,45,70,68,62
65,58,62,59,65,49,63,55,60,64,65,62,62,58,62,50,65,65,85,76,63,66,61,62,65,54,62,64,61,60
65,55,58,40,65,49,68,53,39,64,67,76,73,83,61,84,52,69,72,33,53,63,58,58,63,43,55,46,58,59
65,61,53,60,64,52,58,56,50,63,61,80,84,82,64,81,65,73,71,73,66,70,62,64,56,41,60,61,61,67
65,54,55,54,70,52,71,56,51,64,67,68,75,62,71,64,60,56,69,63,51,52,53,60,65,50,70,46,51,46
65,49,53,49,66,53,68,51,40,69,73,71,74,71,70,62,59,61,63,74,57,48,44,63,60,55,62,50,58,50
65,60,52,66,62,27,63,43,29,50,58,79,77,59,64,62,48,76,82,74,43,67,61,59,46,37,50,62,66,60
65,41,70,71,55,45,63,40,39,40,63,62,53,72,60,74,60,70,61,90,58,32,13,64,49,67,48,34,21,18
65,52,48,59,66,45,63,58,41,63,66,42,53,47,67,54,65,57,74,70,60,66,65,53,67,46,62,65,65,62
65,61,58,55,66,56,61,62,65,64,66,49,55,64,62,73,62,82,72,72,67,78,62,57,56,68,68,60,62,59
65,35,34,43,67,32,47,36,41,64,66,58,54,48,56,79,55,59,48,47,43,63,71,42,62,42,53,64,68,65
64,31,18,64,67,23,62,25,28,59,64,67,76,67,53,63,53,77,65,74,50,68,57,18,51,26,60,58,65,63
64,61,49,53,60,33,60,38,39,58,64,79,80,81,61,82,51,77,80,67,45,68,66,54,53,41,60,68,64,61
64,47,63,64,59,55,62,52,43,43,64,66,63,52,62,53,67,71,80,87,58,67,42,64,58,64,64,45,44,39
64,52,64,57,57,61,65,59,58,48,64,78,75,75,59,80,70,58,52,64,58,63,19,63,56,60,62,15,21,19
64,40,64,66,56,58,58,49,39,47,59,64,66,59,60,56,65,92,70,89,52,71,40,68,57,60,64,35,42,33
64,61,40,63,55,31,48,41,52,47,59,68,65,52,53,58,60,72,63,74,39,57,64,36,39,33,52,66,66,59
64,33,70,68,38,61,64,55,48,28,66,57,70,60,62,55,65,55,68,74,61,62,22,62,55,61,51,33,15,15
64,57,62,56,61,50,67,53,34,44,64,90,90,78,61,73,63,65,58,65,56,57,30,61,57,50,55,32,36,29
64,60,52,32,60,56,65,62,44,46,64,82,80,75,58,70,62,70,78,69,52,32,14,52,55,50,52,25,27,26
64,55,54,59,69,48,71,58,55,64,68,78,80,82,55,80,67,74,72,73,64,55,60,50,64,60,60,35,62,57
64,47,42,62,59,27,52,39,21,57,54,61,64,63,60,62,46,75,72,75,33,61,62,40,49,32,67,62,64,63
64,57,57,58,60,41,63,34,41,41,62,81,79,74,59,74,55,49,68,48,60,52,57,64,54,40,59,63,60,57
64,35,25,64,54,31,32,41,27,46,42,46,53,36,60,58,39,51,65,77,30,68,62,22,31,35,58,63,67,65
64,60,32,60,63,29,21,38,23,58,60,70,70,70,62,64,35,70,55,70,16,60,60,23,26,31,44,61,67,60
64,53,60,59,65,29,63,45,53,64,64,71,69,75,60,72,67,71,55,69,35,61,65,62,56,44,60,59,66,63
64,32,38,63,61,40,34,34,32,56,53,33,34,44,70,39,64,70,58,80,42,62,64,40,38,40,63,66,63,56
64,61,60,64,71,50,60,59,65,69,63,66,67,56,59,62,67,53,70,75,63,61,47,64,68,50,55,56,55,58
64,52,62,66,54,64,62,72,62,31,60,58,67,71,62,71,72,88,40,69,63,79,20,65,50,69,65,32,34,14
64,61,63,54,67,63,64,63,60,66,67,68,70,66,60,64,75,66,73,58,71,52,57,56,64,60,65,47,56,49
64,66,45,72,66,53,63,48,52,58,56,70,70,74,66,65,59,56,72,71,63,63,68,51,65,47,57,55,68,53
64,54,48,64,65,42,58,49,50,62,61,71,76,62,66,68,67,71,63,70,55,75,61,49,60,51,58,62,61,60
64,57,32,48,62,34,57,48,43,58,59,78,64,70,58,82,52,76,74,63,44,49,60,49,55,38,57,57,63,61
64,55,54,50,65,44,65,47,47,63,63,76,78,84,65,83,55,76,81,55,54,83,64,63,63,50,64,64,65,63
64,58,28,44,49,25,62,48,31,45,53,78,77,72,54,81,44,61,68,42,33,63,55,48,41,41,44,60,66,70
64,58,48,48,66,48,67,58,46,62,65,76,78,82,60,86,58,73,78,57,55,67,60,64,62,49,62,54,58,55
64,60,34,51,57,33,61,42,39,54,57,71,76,66,58,69,34,59,69,58,33,62,62,49,44,49,51,60,61,63
64,56,35,51,56,27,61,40,42,52,58,68,66,69,52,70,32,79,86,66,29,60,57,57,46,49,46,56,64,65
64,59,58,37,62,54,65,61,53,54,65,83,77,84,60,91,62,89,60,57,59,58,23,62,65,49,62,25,28,30
64,55,62,49,68,61,70,58,48,61,67,82,81,64,65,90,54,54,60,48,51,51,58,53,67,63,71,52,64,58
64,71,55,33,62,38,60,47,37,58,68,67,70,65,57,65,53,44,53,63,39,25,57,63,68,51,44,56,66,62
64,59,60,57,66,49,67,59,51,65,68,50,39,74,63,80,62,54,60,56,62,66,63,57,63,49,54,62,65,62
64,58,40,59,73,46,70,67,64,66,70,72,60,70,59,70,62,56,57,73,65,45,55,55,60,59,60,47,63,61
64,35,30,65,64,32,45,39,33,55,64,62,65,60,61,66,51,71,67,66,28,63,66,33,42,50,57,63,66,61
64,59,66,55,54,55,70,39,50,40,62,78,72,81,55,60,58,61,54,65,59,28,16,60,55,65,60,16,36,35
64,68,62,62,64,57,60,75,72,65,64,70,68,75,59,64,72,64,82,70,63,66,62,62,63,63,62,61,59,60
64,60,51,60,61,58,69,53,49,53,65,81,78,81,61,67,52,47,54,57,45,48,18,59,55,56,58,22,27,31
64,38,44,62,62,34,51,44,32,52,54,61,68,55,60,54,52,67,55,69,36,62,65,50,50,50,58,62,66,63
64,51,49,57,69,45,62,58,47,67,67,54,55,61,60,57,59,71,61,74,50,63,54,58,67,63,64,56,63,59
64,33,27,69,53,22,28,19,18,53,51,65,70,67,50,69,45,74,73,80,32,59,58,43,32,26,45,62,67,66
64,40,69,62,59,45,63,48,36,50,66,57,53,55,61,61,64,64,62,78,60,32,18,67,55,54,44,20,19,14
64,61,62,44,57,54,62,63,61,47,61,81,80,83,61,86,57,38,63,50,56,46,25,60,56,56,62,18,23,20
64,62,55,49,65,52,66,59,40,57,67,77,78,75,58,73,65,74,69,64,52,55,55,65,60,47,61,56,63,56
64,53,48,48,69,32,63,34,29,65,61,67,69,66,58,70,56,66,71,63,47,58,58,63,63,45,56,58,64,66
64,56,50,53,67,32,63,55,56,66,64,61,60,60,60,61,55,56,68,67,47,54,62,57,66,35,68,60,58,56
64,67,60,50,67,62,63,68,68,66,66,41,40,62,68,71,71,64,33,61,66,61,65,66,71,54,65,68,57,54
64,52,40,57,69,41,67,50,50,66,69,67,63,61,60,70,55,61,62,50,48,70,58,60,61,57,70,56,64,61
64,55,58,38,62,42,66,56,51,57,67,68,72,77,66,91,63,57,95,33,63,34,45,57,64,49,64,44,28,31
64,65,39,52,64,51,60,60,53,59,64,70,72,62,54,62,63,68,76,71,40,56,56,58,51,45,55,56,56,55
64,39,49,44,65,37,58,56,63,63,64,67,67,58,59,65,66,64,76,66,63,58,63,44,53,44,59,62,64,58
64,56,32,58,56,31,52,38,37,54,54,66,67,54,63,48,40,68,73,68,30,59,61,50,42,42,56,61,63,61
64,39,42,64,63,34,50,42,50,60,60,62,63,50,46,50,55,72,75,78,46,52,57,40,44,44,47,70,65,62
64,36,30,61,55,30,31,39,29,33,50,53,52,41,55,53,38,71,54,80,20,67,65,29,30,40,62,64,66,64
64,53,35,60,54,38,49,43,40,54,55,49,53,61,60,71,48,80,67,73,38,66,62,46,54,39,64,65,65,61
64,34,67,58,51,46,58,47,46,36,58,67,73,73,59,47,71,64,54,80,65,42,15,67,52,67,50,20,17,13
64,37,25,63,63,26,33,41,31,57,49,54,34,60,56,62,45,51,85,88,25,63,63,27,31,29,56,63,65,61
64,37,45,61,60,45,54,46,55,59,56,71,73,35,55,58,71,72,71,78,51,70,62,42,55,46,59,60,64,63
64,57,63,56,62,48,66,59,65,39,63,81,81,74,60,69,71,55,65,59,62,25,25,61,59,66,58,30,14,17
64,57,65,63,63,64,60,58,40,45,63,73,67,66,65,59,66,66,61,57,64,59,27,67,59,67,61,28,22,23
64,38,65,68,55,53,59,44,39,47,62,54,53,33,61,33,66,71,65,90,63,68,32,65,51,60,58,20,30,27
64,57,35,58,60,34,59,52,38,51,58,70,73,65,58,65,58,70,76,75,35,64,59,56,54,36,56,60,61,60
64,28,24,59,44,31,30,29,33,36,43,55,52,55,60,62,47,72,54,64,23,58,64,34,30,42,58,69,72,69
64,58,38,59,66,37,59,42,38,60,61,65,69,62,64,62,57,74,74,63,48,64,63,53,55,44,57,60,63,59
64,61,55,55,65,45,60,55,53,60,62,66,65,58,60,67,60,64,70,65,61,66,64,55,60,58,58,63,64,60
64,52,38,62,70,38,66,41,40,59,72,55,60,57,63,52,52,56,70,65,40,58,59,35,48,53,49,58,59,62
64,45,30,70,58,29,23,26,35,43,50,53,55,46,50,54,40,70,60,65,22,50,70,30,32,51,63,65,70,67
64,47,48,50,62,34,39,42,38,65,62,53,54,72,58,70,49,71,72,61,56,77,62,50,60,46,59,64,61,64
64,41,32,55,65,31,42,30,36,62,57,66,66,60,60,68,41,51,69,74,31,63,63,41,53,41,52,62,68,65
64,65,55,56,71,60,63,66,60,67,65,67,57,68,64,64,67,71,78,73,64,46,46,65,62,64,65,39,55,50
64,62,65,33,66,56,66,64,57,63,67,64,66,85,55,81,58,37,73,35,62,43,23,59,60,45,61,34,30,31
64,50,51,62,64,60,66,36,37,52,60,66,71,70,66,66,50,61,80,75,47,69,59,57,58,40,66,60,65,62
64,60,60,54,58,59,64,69,66,53,64,78,78,74,59,72,66,68,70,67,62,74,32,58,59,65,63,33,40,57
64,61,29,32,53,43,66,55,49,52,60,75,73,74,56,76,40,63,59,62,42,50,60,52,49,47,53,70,67,66
64,62,45,55,61,61,64,55,45,55,55,70,70,65,60,67,52,70,72,58,55,55,60,58,60,55,50,61,62,60
64,62,31,65,61,21,50,38,27,46,55,67,71,63,59,67,29,73,65,56,26,70,60,44,39,37,50,61,65,60
64,38,68,70,63,47,64,49,40,53,65,57,53,50,64,59,66,62,54,62,57,49,29,64,57,62,59,28,32,28
64,62,64,62,62,48,63,57,40,61,65,76,79,66,61,61,64,70,64,65,57,50,57,60,54,57,61,58,58,59
64,59,54,53,65,47,65,49,45,62,65,82,73,81,62,90,59,67,88,43,58,82,67,59,60,46,62,66,67,70
64,56,61,69,59,54,65,50,41,47,63,68,72,61,59,52,69,72,63,77,60,57,32,62,57,61,56,25,21,23
64,47,29,61,57,29,54,38,31,50,60,68,74,68,60,64,46,62,67,80,32,65,64,44,48,31,58,58,66,65
64,54,56,47,70,57,68,53,49,67,70,60,58,62,58,58,61,56,57,56,63,45,62,60,66,48,60,57,39,39
64,50,52,62,62,41,55,36,39,53,61,69,68,64,61,67,63,77,72,75,62,68,60,42,55,37,58,61,68,64
64,58,44,50,66,60,65,55,58,61,60,65,65,65,62,61,61,50,70,61,56,60,66,66,60,61,61,61,65,61
64,63,38,60,54,32,45,39,31,52,50,52,53,64,64,55,40,74,76,80,22,67,63,56,52,51,58,65,62,60
64,60,50,44,54,57,64,46,44,53,62,81,74,82,58,79,60,76,81,64,46,73,53,55,58,35,62,50,61,67
64,49,39,48,73,38,64,46,49,67,67,68,66,68,65,78,58,55,54,33,46,60,60,53,62,50,52,65,58,63
64,60,54,42,70,64,60,61,63,65,68,70,66,58,60,75,55,58,47,40,60,48,62,62,65,50,68,60,64,65
64,56,32,46,62,28,43,41,38,58,46,82,78,80,62,81,57,74,81,72,39,72,57,34,43,44,46,60,63,56
64,64,46,59,66,65,63,68,61,65,64,49,49,70,64,81,66,72,75,70,59,70,61,62,65,43,71,62,60,55
64,63,33,46,63,29,59,40,38,60,63,66,62,63,58,74,38,63,67,61,31,50,62,45,46,40,50,59,63,62
64,54,60,30,58,46,67,48,44,52,64,83,81,76,60,74,64,35,67,49,59,32,23,59,53,62,54,32,21,22
64,51,48,67,62,52,57,49,56,54,61,69,66,67,60,61,64,75,54,70,49,70,65,43,51,57,65,60,60,60
64,30,64,65,62,58,64,34,42,50,63,72,80,74,65,65,60,63,64,57,57,28,13,62,48,60,59,28,11,13
64,25,40,64,62,23,45,27,28,60,65,55,62,55,65,64,40,67,62,65,35,60,65,40,29,33,62,67,63,60
64,41,38,62,65,27,52,34,40,64,65,66,65,64,58,58,51,71,75,77,42,72,62,43,58,41,54,65,66,63
64,38,31,64,64,26,34,30,27,54,51,55,58,47,54,37,38,71,77,85,30,52,62,26,33,43,63,63,64,62
64,45,53,47,66,40,62,48,55,65,66,67,63,77,62,78,59,45,75,54,57,59,60,58,65,48,62,61,62,60
64,40,72,70,58,60,68,44,58,38,66,55,55,51,44,47,61,65,34,80,60,57,28,66,55,70,48,29,29,28
64,56,47,59,72,49,70,54,52,66,67,50,51,44,63,38,59,50,60,47,39,68,64,44,72,54,54,56,57,60
64,20,24,74,35,20,30,25,29,54,58,73,70,48,50,64,32,70,71,71,18,62,65,27,38,37,49,62,68,68
64,52,48,46,69,50,61,57,57,67,67,63,58,69,63,67,64,56,68,56,57,58,54,61,63,44,64,55,61,55
64,66,54,62,66,56,55,69,61,64,58,33,33,51,61,65,68,74,55,69,60,67,59,57,64,64,66,65,65,64
64,62,29,54,56,30,62,43,31,41,61,81,84,74,56,77,52,56,72,57,37,50,57,59,50,42,57,57,58,58
64,57,28,62,59,27,53,33,50,55,57,56,61,48,56,60,46,73,72,74,27,60,66,32,39,45,56,65,65,63
64,64,57,42,59,44,62,58,60,56,60,75,74,74,59,78,62,66,90,59,60,48,56,56,63,55,60,53,57,47
64,59,48,48,65,42,60,53,42,58,57,65,63,64,57,59,48,69,73,77,46,47,58,32,44,41,53,63,60,65
64,40,32,71,65,24,38,37,23,58,56,32,34,54,55,56,41,76,62,66,17,65,63,23,24,37,52,65,67,58
64,55,61,60,65,30,65,50,60,64,66,69,71,64,62,66,62,75,79,74,60,55,60,55,60,61,65,62,62,58
64,51,68,67,60,56,65,56,65,55,56,72,75,73,63,74,58,31,68,62,65,45,23,65,55,66,65,34,33,35
64,42,67,70,65,61,63,46,51,43,65,34,32,33,59,52,71,73,31,79,62,37,14,66,45,68,61,34,26,22
64,28,26,66,61,29,49,26,25,56,57,49,54,48,60,57,52,49,62,85,25,63,63,36,43,38,61,65,62,60
64,62,27,46,55,33,64,48,32,49,53,77,80,74,58,70,28,60,71,54,35,63,55,56,34,42,45,57,62,66
64,58,64,61,64,49,68,42,38,53,68,71,71,77,60,75,59,65,62,66,62,40,21,66,63,71,62,21,21,20
64,32,34,60,61,27,39,29,27,57,59,53,53,54,62,37,58,60,71,85,40,67,57,41,46,55,58,63,66,60
64,56,64,43,53,58,70,52,41,48,69,84,81,85,55,86,65,46,59,37,50,37,24,58,49,53,56,23,28,34
64,41,27,64,63,26,40,38,31,40,57,51,53,34,59,63,42,72,68,74,32,57,65,25,31,44,48,60,67,65
64,58,55,32,59,46,66,55,48,46,65,76,69,88,61,78,57,41,66,52,46,37,28,64,64,50,65,35,37,40
64,60,58,53,59,33,66,51,34,58,65,78,75,77,56,82,61,57,71,53,59,72,46,57,58,47,48,35,43,45
64,35,32,64,54,32,42,34,29,52,49,54,51,53,62,62,51,84,65,79,30,62,64,36,39,40,61,64,64,63
64,51,64,53,57,54,62,48,41,44,60,94,92,86,58,82,70,81,83,62,58,32,18,59,54,56,59,19,33,35
64,56,57,59,64,49,60,51,48,62,62,69,65,61,61,62,61,59,79,73,59,61,60,57,63,72,66,62,62,61
64,61,58,51,68,48,67,58,67,63,66,76,71,85,61,81,64,62,83,60,61,49,56,62,60,50,61,49,51,47
64,59,61,50,60,59,67,64,51,53,64,84,76,82,58,85,72,49,59,51,53,54,29,57,61,56,61,32,34,34
64,27,29,64,50,32,35,30,29,35,40,52,50,38,61,43,39,57,65,75,28,69,62,28,32,44,44,64,67,65
64,62,59,24,59,44,70,47,38,58,68,67,67,65,53,63,53,34,69,51,50,32,23,54,62,46,57,25,29,31
64,45,55,62,64,57,61,50,43,60,60,48,54,60,59,69,68,72,68,71,61,79,61,55,57,48,58,64,64,65
64,60,48,51,56,45,60,56,58,53,57,82,85,81,56,77,49,88,88,61,45,56,57,54,55,48,59,56,58,56
64,46,52,67,66,50,57,54,51,62,59,61,37,61,60,67,67,79,74,73,58,83,60,47,51,59,62,58,63,63
64,63,68,60,56,48,62,55,48,38,67,58,65,61,60,49,62,63,52,78,54,28,32,69,62,68,55,21,18,15
64,32,59,73,56,59,55,40,34,44,64,62,63,66,64,76,65,76,72,84,53,57,42,69,57,64,68,24,28,22
64,28,20,59,59,23,47,24,25,59,56,54,60,52,60,57,39,57,52,82,18,69,60,20,35,39,55,64,64,62
64,61,53,58,65,65,63,70,60,66,64,50,44,68,62,71,73,71,66,70,62,46,60,62,68,67,66,48,54,52
64,36,34,69,61,29,56,28,33,59,40,54,69,57,49,63,46,72,65,64,31,62,63,46,39,53,57,68,68,62
64,51,50,59,72,49,59,49,46,70,66,52,64,57,63,71,67,78,68,64,55,77,65,52,57,49,66,61,63,62
64,32,69,60,51,48,74,55,31,42,68,67,74,65,60,75,63,63,58,59,62,57,16,63,54,64,70,23,12,17
64,56,68,54,52,64,65,64,57,42,69,66,78,72,65,49,71,49,63,71,58,36,30,67,56,54,59,29,31,27
64,31,29,61,57,34,51,37,27,44,58,72,81,49,61,57,55,66,59,68,23,68,62,33,39,41,53,64,67,65
64,48,25,61,56,34,39,28,36,54,53,65,68,66,62,69,61,80,63,68,28,72,55,28,38,40,52,62,70,62
64,45,60,44,65,45,65,61,55,61,67,62,64,55,61,73,55,60,70,58,60,60,55,65,61,57,55,65,67,65
64,63,62,43,62,54,65,65,60,55,65,83,85,87,60,83,62,56,66,51,61,50,35,61,63,55,63,38,35,47
64,62,27,51,62,22,58,51,32,53,62,62,63,52,57,66,23,70,70,70,17,56,60,38,35,39,62,51,66,65
64,61,59,52,60,56,63,60,59,57,61,82,80,84,60,72,60,53,58,44,58,57,50,60,59,59,60,53,54,50
64,49,35,57,65,31,51,34,34,60,57,62,68,61,48,77,58,62,77,72,53,68,64,47,52,43,50,62,65,63
64,57,27,53,65,28,64,45,39,54,66,75,78,65,59,64,34,61,62,62,31,61,57,58,58,37,63,57,64,62
64,33,68,65,46,57,60,40,34,40,64,70,67,67,58,69,72,80,63,74,52,60,15,65,51,59,53,17,18,15
64,48,65,65,58,58,59,42,45,45,63,59,65,63,65,64,65,80,79,80,56,62,17,66,57,61,62,26,41,43
64,60,47,52,62,44,67,58,45,48,64,76,78,68,58,64,55,68,75,74,49,65,58,58,60,43,63,56,60,58
64,58,52,43,67,54,67,68,70,64,69,60,59,67,60,74,60,53,59,39,60,45,54,58,65,66,62,54,59,52
64,52,61,66,55,58,60,58,49,42,62,72,75,69,58,74,67,71,69,80,52,52,32,63,54,58,57,32,34,34
64,58,52,62,64,45,61,55,42,62,60,63,55,78,63,80,58,79,82,58,56,65,63,53,57,51,66,63,62,59
64,53,51,54,62,31,62,54,41,61,62,68,72,60,62,63,53,57,72,68,57,64,62,59,61,43,60,62,62,60
64,60,40,47,62,42,61,55,60,61,61,49,37,68,56,64,68,72,81,70,66,74,62,45,58,63,57,60,61,61
64,48,66,72,58,72,59,54,39,42,63,42,38,30,63,29,64,29,59,92,58,34,14,65,45,59,59,32,22,18
64,64,59,54,60,52,60,57,59,57,62,81,79,83,61,82,62,84,82,68,62,49,52,61,64,57,60,56,54,53
64,54,46,60,66,52,63,47,47,62,65,74,69,71,66,71,69,71,69,52,58,67,63,62,61,56,45,59,65,62
64,65,35,47,57,37,65,55,39,51,63,71,77,70,55,65,53,72,71,59,43,63,61,53,43,43,49,55,63,62
64,62,58,43,61,38,62,54,44,54,60,79,73,73,60,78,57,70,85,67,53,77,56,61,57,59,59,56,49,44
64,43,63,59,58,54,65,42,37,42,62,73,74,72,64,74,65,74,68,72,56,52,17,62,49,57,51,32,19,18
64,59,63,54,63,47,70,62,60,51,70,70,72,77,63,61,66,33,60,57,60,31,22,64,64,50,64,32,26,29
64,55,24,60,58,28,57,49,30,45,60,66,72,66,61,81,62,73,80,69,23,64,58,45,50,34,53,58,62,62
64,55,53,60,65,48,61,53,49,63,65,55,46,65,60,74,63,70,79,73,53,80,64,59,63,60,65,62,65,63
64,28,29,63,50,28,31,29,24,43,44,52,60,51,60,65,45,90,86,83,19,67,62,39,26,32,57,64,64,60
64,56,63,65,61,55,67,55,42,46,60,78,70,55,52,48,66,62,52,72,64,51,18,63,56,62,59,21,29,26
64,55,52,68,61,60,67,68,66,62,65,71,75,80,65,74,72,79,90,80,68,68,60,51,63,65,65,66,62,65
64,34,53,63,56,48,45,46,34,50,55,37,39,43,61,30,65,67,64,89,45,69,60,53,37,49,59,63,64,58
64,60,45,56,57,44,59,54,45,53,59,68,70,63,56,60,55,72,91,75,46,65,59,51,55,43,57,57,59,56
64,53,61,43,57,52,68,63,54,49,63,89,84,78,58,79,59,66,66,44,64,30,20,54,59,54,61,21,25,23
64,60,44,54,60,32,57,53,36,52,58,72,73,71,59,66,60,76,68,62,48,56,58,51,53,38,57,61,61,60
64,56,34,63,61,37,56,40,37,56,60,62,56,55,58,62,65,77,70,73,30,66,62,31,58,39,57,62,64,64
64,60,55,37,64,51,63,59,56,63,64,60,57,90,63,85,57,77,79,47,59,35,63,58,63,56,65,51,62,59
64,65,58,43,63,63,64,70,59,62,64,72,74,70,55,70,62,56,70,62,60,56,40,56,53,65,60,35,42,38
64,40,65,67,55,50,57,42,39,40,64,54,69,34,59,71,65,41,66,91,60,77,24,65,58,64,63,13,25,28
64,43,45,59,65,38,63,42,45,58,66,67,71,55,66,62,64,64,70,70,44,66,59,48,49,44,57,65,64,62
64,67,68,69,49,65,59,44,50,40,64,64,68,67,62,68,60,70,56,62,61,44,51,70,43,66,46,25,23,42
64,62,22,63,60,23,53,40,28,41,55,72,73,55,62,55,28,71,72,59,30,49,59,48,38,32,44,60,65,55
64,60,58,51,63,54,65,57,55,60,64,81,83,92,59,93,62,58,72,33,59,75,34,62,62,51,60,32,40,35
64,59,64,54,59,47,65,57,63,48,67,83,81,69,55,74,70,61,64,75,56,54,21,61,53,59,48,35,35,30
64,57,34,49,59,29,59,41,43,57,62,66,69,67,62,73,55,67,68,71,29,70,64,45,45,46,55,60,64,61
64,56,57,54,65,45,63,55,53,63,64,76,80,81,62,84,61,78,82,61,61,62,63,59,62,60,61,58,61,59
64,58,45,60,60,56,55,64,59,55,58,66,49,70,63,60,63,51,67,58,57,60,61,53,58,61,67,71,63,63
64,55,61,57,59,49,67,38,33,57,65,69,76,66,60,74,64,69,80,67,58,62,25,61,56,59,57,22,24,22
64,64,28,62,65,27,57,66,34,54,64,67,68,55,57,83,53,59,63,37,49,45,53,48,33,32,48,51,65,67
64,25,17,64,55,26,28,25,29,34,60,67,80,61,62,55,35,73,59,73,15,63,64,28,36,37,46,63,63,63
64,42,32,64,55,32,58,37,29,48,52,46,33,47,59,50,44,66,64,84,29,62,63,39,54,38,66,66,65,63
64,52,32,62,58,37,38,49,52,54,53,46,50,40,58,42,59,70,61,75,33,79,62,26,32,51,63,63,64,64
64,52,39,47,70,41,65,50,44,69,66,69,69,79,60,81,52,83,71,62,50,64,52,55,61,43,63,64,59,58
64,42,52,57,64,46,59,43,48,60,68,71,55,66,64,67,53,60,74,65,55,70,61,53,61,56,70,55,63,58
64,33,25,64,59,31,39,34,28,54,49,63,55,56,60,55,40,78,71,79,22,55,62,31,35,41,54,63,66,64
64,31,64,64,59,65,62,39,50,40,63,68,64,70,63,73,66,78,66,68,63,50,22,66,55,67,62,26,37,20
